id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords,chinese_name
4183,LFPB,large_airport,Paris-Le Bourget International Airport,48.962276,2.436539,218,EU,FR,FR-IDF,Paris,yes,LFPB,LBG,LFPB,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Le_Bourget_Airport,PAR,巴黎勒布尔热国际机场
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.00896,2.554117,392,EU,FR,FR-IDF,"Paris (Roissy-en-France, Val-d'Oise)",yes,LFPG,CDG,LFPG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport",戴高乐国际机场
4189,LFPO,large_airport,Paris-Orly Airport,48.729499,2.358963,291,EU,FR,FR-IDF,"Paris (Orly, Val-de-Marne)",yes,LFPO,ORY,LFPO,,https://www.parisaeroport.fr/orly,https://en.wikipedia.org/wiki/Orly_Airport,,巴黎奥利机场
4202,LFQQ,large_airport,Lille Airport,50.566564,3.102429,157,EU,FR,FR-HDF,Lesquin,yes,LFQQ,LIL,LFQQ,,https://www.lille.aeroport.fr/home/,https://en.wikipedia.org/wiki/Lille_Airport,Aéroport de Lille. Lille-Lesquin Airport,里尔机场
4206,LFRB,large_airport,Brest Bretagne airport,48.447899,-4.41854,325,EU,FR,FR-BRE,Brest,yes,LFRB,BES,LFRB,,https://www.brest.aeroport.bzh,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport,,布雷斯特布列塔尼机场
4208,LFRD,medium_airport,Dinard Pleurtuit Saint-Malo airport,48.5877,-2.07996,219,EU,FR,FR-BRE,Dinard,yes,LFRD,DNR,LFRD,,https://www.dinard.aeroport.fr/en,https://en.wikipedia.org/wiki/Dinard_-_Pleurtuit_-_Saint-Malo_Airport,,迪纳尔普勒图圣马洛机场
4211,LFRG,medium_airport,Deauville Normandie airport,49.365237,0.154481,479,EU,FR,FR-NOR,Deauville,yes,LFRG,DOL,LFRG,,https://www.deauville.aeroport.fr/,https://en.wikipedia.org/wiki/Deauville_%E2%80%93_Normandie_Airport,Deauville-Saint Gatien,多维尔诺曼底机场
4212,LFRH,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,160,EU,FR,FR-BRE,Lorient/Lann/Bihoué,yes,LFRH,LRT,LFRH,,https://www.lorient.aeroport.fr/en,https://en.wikipedia.org/wiki/Lorient_South_Brittany_Airport,,南布列塔尼洛里昂（南布列塔尼）机场
4215,LFRK,medium_airport,Caen Carpiquet airport,49.17678,-0.454883,256,EU,FR,FR-NOR,Caen,yes,LFRK,CFR,LFRK,,https://www.caen.aeroport.fr/,https://en.wikipedia.org/wiki/Caen_-_Carpiquet_Airport,,卡昂卡尔皮凯机场
4217,LFRM,medium_airport,Le Mans-Arnage Airport,47.948604,0.201702,194,EU,FR,FR-PDL,"Le Mans, Sarthe",yes,LFRM,LME,LFRM,,https://aeroport.lemans.sarthe.cci.fr/,https://fr.wikipedia.org/wiki/A%C3%A9roport_Le_Mans-Arnage,,勒芒-阿尼日机场
4218,LFRN,medium_airport,Rennes-Saint-Jacques Airport,48.0695,-1.73479,124,EU,FR,FR-BRE,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",yes,LFRN,RNS,LFRN,,http://www.rennes.aeroport.fr/,https://en.wikipedia.org/wiki/Rennes_-_Saint-Jacques_Airport,Rennes Bretagne,雷恩圣雅克机场
4221,LFRS,medium_airport,Nantes Atlantique Airport,47.153198,-1.61073,90,EU,FR,FR-PDL,Nantes,yes,LFRS,NTE,LFRS,,https://www.nantes.aeroport.fr/en,https://en.wikipedia.org/wiki/Nantes_Atlantique_Airport,,南特大西洋机场
4225,LFRZ,medium_airport,Saint-Nazaire-Montoir Airport,47.31142,-2.152634,13,EU,FR,FR-PDL,Saint-Nazaire/Montoir,yes,LFRZ,SNR,LFRZ,,,https://en.wikipedia.org/wiki/Saint-Nazaire_Montoir_Airport,,圣纳泽尔蒙图瓦机场
4226,LFSB,large_airport,EuroAirport Basel–Mulhouse–Freiburg,47.60068,7.521117,885,EU,FR,FR-GES,Bâle / Mulhouse,yes,LFSB,BSL,LFSB,,http://www.euroairport.com/,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,"MLH, EAP, LSZM, Bâle, Basle",巴塞尔欧洲机场 – 米卢斯 – 弗莱堡
4228,LFSD,medium_airport,Dijon Longvic airport,47.268902,5.09,726,EU,FR,FR-BFC,Dijon,yes,LFSD,DIJ,LFSD,,http://www.aeroport.dijon.cci.fr/,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Dijon-Bourgogne,BA 102,第戎隆维克机场
29001,LFSL,medium_airport,Brive Souillac airport,45.039722,1.485556,1016,EU,FR,FR-NAQ,Brive,yes,LFSL,BVE,LFSL,,http://www.aeroport-brive-vallee-dordogne.fr,https://fr.wikipedia.org/wiki/Aéroport_de_Brive-Souillac,"Vallee de la Dordogne, Brive-la-Gaillarde",布里夫苏亚克机场
4238,LFST,large_airport,Strasbourg Airport,48.5383,7.62823,505,EU,FR,FR-GES,Strasbourg,yes,LFST,SXB,LFST,,http://www.strasbourg.aeroport.fr/E/index.php,https://en.wikipedia.org/wiki/Strasbourg_Airport,BA 124,斯特拉斯堡机场
4241,LFTH,medium_airport,Toulon-Hyères Airport,43.097301,6.14603,7,EU,FR,FR-PAC,"Hyères, Var",yes,LFTH,TLN,LFTH,,http://toulon-hyeres.aeroport.fr/,https://en.wikipedia.org/wiki/Toulon-Hy%C3%A8res_Airport,"La Palyvestre, Toulon",土伦-耶尔机场
4242,LFTW,medium_airport,Nîmes-Arles-Camargue Airport,43.757401,4.41635,309,EU,FR,FR-OCC,Nîmes/Garons,yes,LFTW,FNI,LFTW,,https://www.nimes.aeroport.fr/en,https://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,,尼姆-阿尔勒-卡马格机场
4243,LFTZ,small_airport,La Môle Airport,43.205399,6.482,59,EU,FR,FR-PAC,Saint-Tropez,yes,LFTZ,LTT,LFTZ,,https://www.sainttropez.aeroport.fr/en,https://en.wikipedia.org/wiki/La_M%C3%B4le_%E2%80%93_Saint-Tropez_Airport,"Golfe du Saint-Tropez, Saint-Tropez",拉莫尔机场
4244,LFVM,small_airport,Miquelon Airport,47.095501,-56.380299,10,NA,PM,PM-ML,Miquelon,yes,LFVM,MQC,LFVM,,,https://en.wikipedia.org/wiki/Miquelon_Airport,,密克隆机场
4245,LFVP,medium_airport,Saint-Pierre Pointe-Blanche Airport,46.762651,-56.17499,27,NA,PM,PM-SP,Saint-Pierre,yes,LFVP,FSP,LFVP,,,https://en.wikipedia.org/wiki/Saint-Pierre_Airport,,圣皮埃尔布兰奇机场
4250,LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,24,EU,GR,GR-A,Alexandroupolis,yes,LGAL,AXD,LGAL,,,https://en.wikipedia.org/wiki/Alexandroupoli_Airport,,亚历山德鲁波利斯德谟克利特机场
4251,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308,EU,GR,GR-I,Spata-Artemida,yes,LGAV,ATH,LGAV,,https://www.aia.gr,https://en.wikipedia.org/wiki/Athens_International_Airport,,雅典埃莱夫塞里奥斯韦尼泽洛斯国际机场
4253,LGBL,medium_airport,Nea Anchialos National Airport,39.219601,22.7943,83,EU,GR,GR-E,Nea Anchialos,yes,LGBL,VOL,LGBL,,,https://en.wikipedia.org/wiki/Nea_Anchialos_National_Airport,"Volos Central Greece Airport, Volos Nea Anchialos Airport of Central Greece",尼亚安希亚洛斯国家机场
4255,LGHI,medium_airport,Chios Island National Airport,38.34320068359375,26.140600204467773,15,EU,GR,GR-K,Chios Island,yes,LGHI,JKH,LGHI,,http://www.hcaa-eleng.gr/chios.htm,https://en.wikipedia.org/wiki/Chios_Island_National_Airport,,希俄斯岛国家机场
4256,LGIK,small_airport,Ikaria Airport,37.6827011108,26.3470993042,79,EU,GR,GR-K,Ikaria Island,yes,LGIK,JIK,LGIK,,,https://en.wikipedia.org/wiki/Ikaria_Island_National_Airport,,伊卡里亚机场
4257,LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558,EU,GR,GR-D,Ioannina,yes,LGIO,IOA,LGIO,,,https://en.wikipedia.org/wiki/Ioannina_National_Airport,,约阿尼纳皮勒斯国王国家机场
4258,LGIR,large_airport,Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,115,EU,GR,GR-M,Heraklion,yes,LGIR,HER,LGIR,,https://www.heraklion-airport.gr/en/,"https://en.wikipedia.org/wiki/Heraklion_International_Airport_""Nikos_Kazantzakis""",Crete Island,伊拉克利翁尼科斯·卡赞扎基斯国际机场
4259,LGKA,small_airport,Kastoria National Airport Aristotle,40.446301,21.2822,2167,EU,GR,GR-C,Argos Orestiko,yes,LGKA,KSO,LGKA,,,https://en.wikipedia.org/wiki/Kastoria_National_Airport,Aristotelis Airport,卡斯托里亚亚里士多德国家机场
4260,LGKC,small_airport,Kithira Airport,36.273978,23.016719,1045,EU,GR,GR-I,Kithira Island,yes,LGKC,KIT,LGKC,,,https://en.wikipedia.org/wiki/Kithira_Island_National_Airport,Alexandros Aristotelous Onassis,基西拉机场
4261,LGKF,medium_airport,Kefallinia Airport,38.12009811401367,20.500499725341797,59,EU,GR,GR-F,Kefallinia Island,yes,LGKF,EFL,LGKF,,,https://en.wikipedia.org/wiki/Kefalonia_Island_International_Airport,,凯法利尼亚岛机场
30014,LGKJ,small_airport,Kastelorizo Airport,36.141701,29.576401,489,AS,GR,GR-L,Kastelorizo Island,yes,LGKJ,KZS,LGKJ,,,https://en.wikipedia.org/wiki/Kastellorizo_Airport,,卡斯特洛里佐机场
4262,LGKL,medium_airport,Kalamata Airport,37.06829833984375,22.02549934387207,26,EU,GR,GR-J,Kalamata,yes,LGKL,KLX,LGKL,,,https://en.wikipedia.org/wiki/Kalamata_International_Airport,,卡拉马塔机场
4264,LGKO,large_airport,"Kos International Airport ""Ippokratis""",36.794523,27.09115,412,AS,GR,GR-L,Kos Island,yes,LGKO,KGS,LGKO,,https://www.kgs-airport.gr/el/,https://en.wikipedia.org/wiki/Kos_International_Airport,,科斯岛“伊波克拉蒂斯”国际机场
4265,LGKP,medium_airport,Karpathos Airport,35.421398,27.146,66,EU,GR,GR-L,Karpathos Island,yes,LGKP,AOK,LGKP,,,https://en.wikipedia.org/wiki/Karpathos_Island_National_Airport,,卡尔帕索斯机场
4266,LGKR,large_airport,Corfu Ioannis Kapodistrias International Airport,39.60145,19.912179,6,EU,GR,GR-F,Kerkyra (Corfu),yes,LGKR,CFU,LGKR,,https://www.cfu-airport.gr/en,https://en.wikipedia.org/wiki/Corfu_International_Airport,Corfu,科孚岛爱奥尼斯·卡波迪斯特里亚斯国际机场
4267,LGKS,small_airport,Kasos Airport,35.4213981628,26.909999847399998,35,EU,GR,GR-L,Kasos Island,yes,LGKS,KSJ,LGKS,,,https://en.wikipedia.org/wiki/Kassos_Island_Public_Airport,,卡索斯机场
4268,LGKV,large_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18,EU,GR,GR-A,Kavala,yes,LGKV,KVA,LGKV,,https://www.kva-airport.gr/en,https://en.wikipedia.org/wiki/Kavala_International_Airport,Megas Alexandros,卡瓦拉亚历山大大帝国际机场
30004,LGKY,small_airport,Kalymnos Airport,36.9632987976,26.9405994415,771,EU,GR,GR-L,Kalymnos Island,yes,LGKY,JKL,LGKY,,,https://en.wikipedia.org/wiki/Kalymnos_Island_National_Airport,"Kalimnos, Κάλυμνος",卡林诺斯岛机场
4269,LGKZ,medium_airport,Kozani National Airport Filippos,40.286098,21.840799,2059,EU,GR,GR-C,Kozani,yes,LGKZ,KZI,LGKZ,,,https://en.wikipedia.org/wiki/Kozani_National_Airport,,科扎尼菲利波斯国家机场
4270,LGLE,small_airport,Leros Airport,37.184898,26.800301,39,EU,GR,GR-L,Leros Island,yes,LGLE,LRS,LGLE,,,https://en.wikipedia.org/wiki/Leros_Municipal_Airport,,莱罗斯机场
4271,LGLM,small_airport,Limnos Airport,39.917098999,25.236299514799995,14,EU,GR,GR-K,Limnos Island,yes,LGLM,LXS,LGLM,,,https://en.wikipedia.org/wiki/Lemnos_International_Airport,,利姆诺斯岛机场
4274,LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,405,EU,GR,GR-L,Mykonos,yes,LGMK,JMK,LGMK,,,https://en.wikipedia.org/wiki/Mykonos_Island_National_Airport,,米科诺斯岛国家机场
30139,LGML,small_airport,Milos Airport,36.696899,24.4769,10,EU,GR,GR-L,Milos Island,yes,LGML,MLO,LGML,,,https://en.wikipedia.org/wiki/Milos_Island_National_Airport,,米洛斯岛机场
4275,LGMT,medium_airport,Mytilene International Airport,39.057406,26.598629,60,EU,GR,GR-K,Mytilene,yes,LGMT,MJT,LGMT,,https://www.mjt-airport.gr/en/,https://en.wikipedia.org/wiki/Mytilene_International_Airport,,米蒂利尼国际机场
30182,LGNX,small_airport,Naxos Island National Airport,37.0811,25.368099,10,EU,GR,GR-L,Naxos,yes,LGNX,JNX,LGNX,,,https://en.wikipedia.org/wiki/Naxos_Island_National_Airport,Apollon,纳克索斯岛国家机场
30243,LGPA,small_airport,Paros National Airport,37.020495,25.113195,131,EU,GR,GR-L,Paros,yes,LGPA,PAS,LGPA,,,https://en.wikipedia.org/wiki/New_Paros_Airport,New Paros Airport,帕罗斯国家机场
4276,LGPL,small_airport,Astypalaia Airport,36.5798988342,26.3757991791,165,EU,GR,GR-L,Astypalaia Island,yes,LGPL,JTY,LGPL,,,https://en.wikipedia.org/wiki/Astypalaia_Island_National_Airport,,阿斯提帕莱亚机场
4277,LGPZ,medium_airport,Aktion National Airport,38.925499,20.765301,11,EU,GR,GR-D,Preveza,yes,LGPZ,PVK,LGPZ,,https://www.pvk-airport.gr/en,https://en.wikipedia.org/wiki/Aktion_National_Airport,"Preveza, Lefkada, Πρέβεζα, Λευκάδα",阿克提恩国家机场
4279,LGRP,large_airport,"Rhodes International Airport ""Diagoras""",36.405399,28.086201,17,AS,GR,GR-L,Rhodes,yes,LGRP,RHO,LGRP,,https://www.rho-airport.gr/el/,https://en.wikipedia.org/wiki/Rhodes_International_Airport,Diagoras International Airport,罗德岛“迪亚戈拉斯”国际机场
4280,LGRX,medium_airport,Patras Araxos Agamemnon Airport,38.1511,21.4256,46,EU,GR,GR-G,Patras,yes,LGRX,GPA,LGRX,,http://www.araxos-airport.gr/,https://en.wikipedia.org/wiki/Araxos_Airport,,帕特雷阿拉索斯阿伽门农机场
4281,LGSA,large_airport,Chania International Airport,35.531207,24.150673,490,AS,GR,GR-M,Souda,yes,LGSA,CHQ,LGSA,,,https://en.wikipedia.org/wiki/Chania_International_Airport,,干尼亚国际机场
4282,LGSK,medium_airport,Skiathos Island National Airport,39.177101,23.5037,54,EU,GR,GR-E,Skiathos,yes,LGSK,JSI,LGSK,,,https://en.wikipedia.org/wiki/Skiathos_Island_National_Airport,Alexandros Papadiamantis Airport,斯基亚索斯岛国家机场
4283,LGSM,medium_airport,Samos Airport,37.689999,26.911699,19,EU,GR,GR-K,Samos Island,yes,LGSM,SMI,LGSM,,,https://en.wikipedia.org/wiki/Samos_International_Airport,,萨摩斯机场
4284,LGSO,small_airport,Syros Airport,37.4227981567,24.950899124099998,236,EU,GR,GR-L,Syros Island,yes,LGSO,JSY,LGSO,,,https://en.wikipedia.org/wiki/Syros_Island_National_Airport,,锡罗斯机场
4286,LGSR,large_airport,Santorini International Airport,36.400045,25.478638,127,EU,GR,GR-L,Santorini Island,yes,LGSR,JTR,LGSR,,https://www.jtr-airport.gr/,https://en.wikipedia.org/wiki/Santorini_(Thira)_National_Airport,,圣托里尼国际机场
4287,LGST,medium_airport,Sitia Airport,35.21609878540039,26.101299285888672,376,EU,GR,GR-M,Crete Island,yes,LGST,JSH,LGST,,,https://en.wikipedia.org/wiki/Sitia_Public_Airport,,锡蒂亚机场
4289,LGSY,small_airport,Skiros Airport,38.9676017761,24.4871997833,44,EU,GR,GR-H,Skiros Island,yes,LGSY,SKU,LGSY,,,https://en.wikipedia.org/wiki/Skyros_Island_National_Airport,,斯基罗斯机场
4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG,LGTS,,https://www.skg-airport.gr/en,https://en.wikipedia.org/wiki/Thessaloniki_Airport,Makedonia. Macedonia. Salonica,塞萨洛尼基马其顿国际机场
4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH,LGZA,,https://www.zth-airport.gr,https://en.wikipedia.org/wiki/Zakynthos_International_Airport,Zakinthos,扎金索斯狄奥尼西奥斯索洛莫斯国际机场
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495,EU,HU,HU-BU,Budapest,yes,LHBP,BUD,LHBP,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport",布达佩斯李斯特·费伦茨国际机场
4297,LHDC,large_airport,Debrecen International Airport,47.489469,21.616278,359,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB,LHDC,,http://www.airportdebrecen.hu/,https://en.wikipedia.org/wiki/Debrecen_International_Airport,Debreceni nemzetközi repülőtér,德布勒森国际机场
4302,LHPP,large_airport,Pécs-Pogány International Airport,45.988891,18.242044,651,EU,HU,HU-BA,Pécs,yes,LHPP,PEV,LHPP,,http://www.airportpecs.hu/,https://en.wikipedia.org/wiki/P%C3%A9cs-Pog%C3%A1ny_International_Airport,"Pecs South Airport, QPJ",佩奇波加尼国际机场
4303,LHPR,medium_airport,Győr-Pér Airport,47.628436,17.804718,424,EU,HU,HU-GS,Győr,yes,LHPR,,LHPR,,http://www.lhpr.hu,https://en.wikipedia.org/wiki/Gy%C5%91r-P%C3%A9r_International_Airport,QGY,杰尔佩尔机场
4305,LHSM,medium_airport,Hévíz–Balaton Airport,46.686391,17.159084,408,EU,HU,HU-ZA,Sármellék,yes,LHSM,SOB,LHSM,,http://www.flybalaton.com/?null&lang=en,https://en.wikipedia.org/wiki/S%C3%A1rmell%C3%A9k_International_Airport,"Sármellék International, FlyBatalon Airport, Batalon Airport, Sármellék Nemzetközi Repülőtér",赫维兹-巴拉顿机场
4309,LIBC,medium_airport,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,522,EU,IT,IT-78,Isola di Capo Rizzuto (KR),yes,LIBC,CRV,LIBC,KR01,http://www.aeroporto.kr.it/cartaservizi_eng.asp,https://en.wikipedia.org/wiki/Crotone_Airport,Sant'Anna Airport,克罗托内圣安娜毕达哥拉斯机场
4310,LIBD,large_airport,Bari Karol Wojtyła International Airport,41.138901,16.760599,193,EU,IT,IT-75,Bari,yes,LIBD,BRI,LIBD,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport",巴里卡罗尔沃伊提拉国际机场
4311,LIBF,medium_airport,Foggia Gino Lisa Airport,41.433596,15.534566,265,EU,IT,IT-75,Foggia (FG),yes,LIBF,FOG,LIBF,FG05,,https://en.wikipedia.org/wiki/Foggia_%22Gino_Lisa%22_Airport,Foggia Airport,福贾吉诺丽莎机场
4314,LIBP,large_airport,Abruzzo Airport,42.431079,14.182981,48,EU,IT,IT-65,Pescara,yes,LIBP,PSR,LIBP,PE01,http://www.abruzzo-airport.it/eng/index.php,https://en.wikipedia.org/wiki/Abruzzo_Airport,"Pescara, Abruzzo Pasquale Liberi International",阿布鲁佐机场
4315,LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47,EU,IT,IT-75,Brindisi,yes,LIBR,BDS,LIBR,BR03,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=29,https://en.wikipedia.org/wiki/Brindisi_Airport,"Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport",布林迪西机场
4317,LICA,large_airport,Lamezia Terme Sant'Eufemia International Airport,38.906214,16.246007,39,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF,LICA,CZ02,,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,,拉梅齐亚泰尔梅圣尤费米亚国际机场
298716,LICB,medium_airport,Comiso Airport,36.99583,14.60889,756,EU,IT,IT-82,Comiso,yes,LICB,CIY,LICB,RG06,http://www.aeroportodicomiso.it/,https://en.wikipedia.org/wiki/Comiso_Airport,"Vincenzo Magliocco Airport, Aeroporto di Comiso",科米索机场
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39,EU,IT,IT-82,Catania,yes,LICC,CTA,LICC,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini",卡塔尼亚-丰塔纳罗萨机场
4319,LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70,EU,IT,IT-82,Lampedusa,yes,LICD,LMP,LICD,AG01,,https://en.wikipedia.org/wiki/Lampedusa_Airport,,兰佩杜萨机场
4320,LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628,EU,IT,IT-82,Pantelleria (TP),yes,LICG,PNL,LICG,TP02,,https://en.wikipedia.org/wiki/Pantelleria_Airport,I D'Amico,潘泰莱里亚机场
4321,LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65,EU,IT,IT-82,Palermo,yes,LICJ,PMO,LICJ,PA03,http://www.gesap.it/index.php,https://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,"Palermo Airport, Punta Raisi Airport",法尔科内-博尔塞利诺机场
4323,LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG,LICR,RC01,,https://en.wikipedia.org/wiki/Reggio_Calabria_Airport,Tito Minniti,雷焦卡拉布里亚机场
4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25,EU,IT,IT-82,Trapani (TP),yes,LICT,TPS,LICT,TP01,,https://en.wikipedia.org/wiki/Vincenzo_Florio_Airport_Trapani%E2%80%93Birgi,"Vincenzo Florio Airport, Trapani Airport, Aeroporto Vincenzo Florio di Trapani-Birgi",特拉帕尼-比尔吉文森佐·弗洛里奥机场
4329,LIDT,medium_airport,Trento-Mattarello Airport,46.023333,11.125,610,EU,IT,IT-32,Trento (TN),yes,LIDT,,LIDT,TN01,http://www.aeroportocaproni.it/,http://it.wikipedia.org/wiki/Aeroporto_di_Trento-Mattarello,Gianni Caproni Trento,特伦托-马塔雷洛机场
4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87,EU,IT,IT-88,Alghero,yes,LIEA,AHO,LIEA,SS02,http://www.aeroportodialghero.it/home_en.asp,https://en.wikipedia.org/wiki/Alghero-Fertilia_Airport,"Alghero Airport, Sardinia, Alghero - Riviera del Corallo Airport",阿尔盖罗-费尔蒂利亚机场
4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,LIEE,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,"Cagliari Airport,Elmas",卡利亚里埃尔马斯机场
4333,LIEO,large_airport,Olbia Costa Smeralda Airport,40.898953,9.518457,37,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB,LIEO,SS03,https://www.geasar.it/en,https://en.wikipedia.org/wiki/Olbia_Costa_Smeralda_Airport,,奥尔比亚翡翠海岸机场
4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,LIMC,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,"MIL, Silvio Berlusconi",米兰马尔本萨国际机场
4341,LIME,large_airport,Il Caravaggio International Airport,45.669362,9.708851,782,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY,LIME,BG01,http://www.sacbo.it/,https://en.wikipedia.org/wiki/Orio_al_Serio_International_Airport,"Orio al Serio International Airport, Il Caravaggio International Airport, Milan Bergamo Airport",卡拉瓦乔国际机场
4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN,LIMF,TO11,http://www.aeroportoditorino.it/,https://en.wikipedia.org/wiki/Turin_International_Airport,"Torino-Caselle Airport, Sandro Pertini Airport, Turin-Caselle Airport",都灵机场
4344,LIMJ,large_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA,LIMJ,GE01,http://www.aeroportodigenova.com/en/home/index.php,https://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,"Genova Sestri, Sestri Cristoforo Colombo Airport, Cristoforo Colombo Airport",热那亚克里斯托弗·哥伦布机场
4345,LIML,large_airport,Milano Linate Airport,45.445099,9.27674,353,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN,LIML,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini,米兰利纳特机场
4347,LIMP,medium_airport,Parma Airport,44.826351,10.29705,161,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF,LIMP,PR03,,https://en.wikipedia.org/wiki/Parma_Airport,,帕尔马机场
4350,LIMZ,medium_airport,Cuneo International Airport,44.547458,7.623045,1267,EU,IT,IT-21,Levaldigi (CN),yes,LIMZ,CUF,LIMZ,CN03,http://www.aeroporto.cuneo.it/,https://en.wikipedia.org/wiki/Cuneo_International_Airport,"Cuneo Levaldigi Airport, Turin Cuneo Airport",库内奥国际机场
4352,LIPB,medium_airport,Bolzano Airport,46.459245,11.326125,789,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO,LIPB,BZ01,http://www.abd-airport.it/en/home.htm,https://en.wikipedia.org/wiki/Bolzano_Airport,"G Sabelli, Dolomiti",博尔扎诺机场
4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123,EU,IT,IT-45,Bologna,yes,LIPE,BLQ,LIPE,BO08,http://www.bologna-airport.it/?LN=UK,https://en.wikipedia.org/wiki/Bologna_Airport,"Guglielmo Marconi Airport, Borgo Panigale Airport",博洛尼亚古列尔莫·马可尼机场
4355,LIPH,large_airport,Treviso Airport,45.648399,12.1944,59,EU,IT,IT-34,Treviso (TV),yes,LIPH,TSF,LIPH,TV01,http://www.trevisoairport.it,https://en.wikipedia.org/wiki/Treviso_Airport,"Venice-Treviso, Treviso-Sant'Angelo, Treviso Antonio Canova Airport",特雷维索机场
4357,LIPK,medium_airport,Forlì-Luigi Ridolfi International Airport,44.194801,12.0701,97,EU,IT,IT-45,Forlì (FC),yes,LIPK,FRL,LIPK,FC03,https://www.forliairport.net/,https://en.wikipedia.org/wiki/Forl%C3%AC_Airport,"L Ridolfi, Ronco di Forlì",弗利-路易吉·里多尔菲国际机场
